episode,epReward,cumReward,cumRegret,empRegret
100,0.00,-7.40,36.34,48.36
200,2.02,32.78,44.94,49.14
300,0.00,68.12,46.78,54.76
400,0.00,108.02,47.19,55.82
500,0.00,137.75,47.19,67.05
600,0.00,186.08,47.71,59.68
700,-0.51,257.66,48.12,29.06
800,0.00,287.55,49.12,40.13
900,-1.10,313.36,51.16,55.28
1000,-1.11,339.16,51.57,70.44
